run,document,figure,status,reflabel,refstart,refend,reftext,reftype,reftype_eqclass,hyplabel,hypstart,hypend,hyptext,hyptype,hyptype_eqclass
system1,5009806,Figure 2-A-B,missing,gene_or_protein,602,609,FcγRIV,Uniprot:A0A0B4J1G0,Uniprot:A0A0B4J1G0,,,,,,
system1,5009806,Figure 2-C,missing,gene_or_protein,42,47,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 2-C,missing,cell_type_or_line,51,55,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 2-C,missing,gene_or_protein,127,132,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 2-C,missing,cell_type_or_line,136,140,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 2-C,missing,gene_or_protein,245,251,FcγRI,NCBI gene:14129,NCBI gene:14129,,,,,,
system1,5009806,Figure 2-C,missing,gene_or_protein,262,270,FcγRIIB,NCBI gene:14130,NCBI gene:14130,,,,,,
system1,5009806,Figure 2-C,missing,gene_or_protein,281,289,FcγRIII,NCBI gene:14131,NCBI gene:14131,,,,,,
system1,5009806,Figure 2-C,match,gene_or_protein,300,307,FcγRIV,NCBI gene:246256,NCBI gene:246256,gene_or_protein,300,307,FcγRIV,NCBI gene:246256,NCBI gene:246256
system1,5009806,Figure 2-D-E,missing,gene_or_protein,19,22,Syk,Uniprot:P48025,NCBI gene:20963|Uniprot:P48025,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,26,29,Syk,Uniprot:P48025,NCBI gene:20963|Uniprot:P48025,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,41,44,Syk,Uniprot:P48025,NCBI gene:20963|Uniprot:P48025,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,48,51,Syk,Uniprot:P48025,NCBI gene:20963|Uniprot:P48025,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,119,124,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 2-D-E,missing,cell_type_or_line,128,132,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,158,161,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,197,200,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,230,233,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,300,303,Syk,Uniprot:P48025,NCBI gene:20963|Uniprot:P48025,,,,,,
system1,5009806,Figure 2-D-E,missing,gene_or_protein,320,323,Syk,Uniprot:P48025,NCBI gene:20963|Uniprot:P48025,,,,,,
system1,5009806,Figure 3-C-D,missing,cell_type_or_line,0,4,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 3-C-D,missing,cell_type_or_line,20,29,microglia,CL:0000129,CL:0000129,,,,,,
system1,5009806,Figure 3-C-D,match,gene_or_protein,179,183,CD68,Uniprot:P31996,NCBI gene:12514|Uniprot:P31996,gene_or_protein,179,183,CD68,Uniprot:P31996,NCBI gene:12514|Uniprot:P31996
system1,5009806,Figure 3-C-D,missing,cell_type_or_line,196,209,myeloid cells,CL:0000763,CL:0000763,,,,,,
system1,5009806,Figure 3-C-D,missing,gene_or_protein,248,251,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 3-C-D,missing,gene_or_protein,291,294,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 3-C-D,missing,cellular_component,300,322,intracellular vesicles,GO:0031982,GO:0031982,,,,,,
system1,5009806,Figure 3-C-D,spurious,,,,,,,gene_or_protein,83,88,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 4-A-B,missing,cell_type_or_line,4,8,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 4-A-B,missing,gene_or_protein,20,25,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 4-A-B,missing,organism_or_species,29,33,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009806,Figure 4-A-B,match,gene_or_protein,51,54,APP,NCBI gene:351,NCBI gene:351|Uniprot:P05067,gene_or_protein,51,54,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009806,Figure 4-A-B,match,gene_or_protein,55,58,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768,gene_or_protein,55,58,PS1,NCBI gene:19164,NCBI gene:19164|Uniprot:P49769
system1,5009806,Figure 4-A-B,missing,organism_or_species,58,62,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009806,Figure 4-A-B,missing,tissue_or_organ,62,67,brain,Uberon:UBERON:0000955,Uberon:UBERON:0000955,,,,,,
system1,5009806,Figure 4-A-B,missing,cellular_component,244,258,amyloid plaque,GO:0016234,GO:0016234,,,,,,
system1,5009806,Figure 4-C-D,missing,gene_or_protein,31,36,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 4-C-D,missing,cell_type_or_line,40,44,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 4-C-D,match,gene_or_protein,139,143,CD68,Uniprot:P31996,NCBI gene:12514|Uniprot:P31996,gene_or_protein,139,143,CD68,Uniprot:P31996,NCBI gene:12514|Uniprot:P31996
system1,5009806,Figure 4-E,missing,gene_or_protein,4,7,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 4-E,missing,gene_or_protein,100,103,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009806,Figure 5-A-B,missing,tissue_or_organ,30,35,brain,Uberon:UBERON:0000955,Uberon:UBERON:0000955,,,,,,
system1,5009806,Figure 5-A-B,match,gene_or_protein,52,55,APP,NCBI gene:351,NCBI gene:351|Uniprot:P05067,gene_or_protein,52,55,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009806,Figure 5-A-B,match,gene_or_protein,56,59,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768,gene_or_protein,56,59,PS1,NCBI gene:19164,NCBI gene:19164|Uniprot:P49769
system1,5009806,Figure 5-A-B,missing,organism_or_species,59,63,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009806,Figure 5-A-B,missing,cell_type_or_line,156,160,BMDM,CL:0002476,CL:0002476,,,,,,
system1,5009806,Figure 5-A-B,missing,gene_or_protein,172,177,Trem2,NCBI gene:83433,NCBI gene:83433,,,,,,
system1,5009806,Figure 5-A-B,missing,organism_or_species,181,185,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,117,122,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,715,720,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,744,749,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,772,777,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,799,804,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,999,1004,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,969,974,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,1111,1116,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,904,909,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,824,829,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,937,942,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,1141,1146,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009806,Figure 5-A-B,spurious,,,,,,,gene_or_protein,1079,1084,mAb11,Uniprot:P40333,Uniprot:P40333
system1,5009807,Figure 1-B,match,gene_or_protein,28,35,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,28,35,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 1-B,missing,tissue_or_organ,71,82,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 1-B,match,gene_or_protein,92,99,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,92,99,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 1-B,missing,organism_or_species,109,113,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009807,Figure 1-C,match,gene_or_protein,11,18,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,11,18,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 1-C,missing,gene_or_protein,40,47,miR-124,NCBI gene:12797995|NCBI gene:268755|NCBI gene:70441,NCBI gene:268755|NCBI gene:12797995|NCBI gene:70441,,,,,,
system1,5009807,Figure 1-C,missing,tissue_or_organ,55,66,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 1-C,missing,organism_or_species,101,105,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009807,Figure 1-D,match,gene_or_protein,28,35,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,28,35,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 1-D,match,gene_or_protein,40,47,miR-212,NCBI gene:387208,NCBI gene:387208,gene_or_protein,40,47,miR-212,NCBI gene:100314247,NCBI gene:100314247
system1,5009807,Figure 1-D,missing,tissue_or_organ,55,66,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 1-D,match,gene_or_protein,82,89,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,82,89,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 1-D,missing,organism_or_species,105,109,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5009807,Figure 1-D,match,gene_or_protein,111,118,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,111,118,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 2-C-D,missing,small_molecule,44,55,Formic acid,CHEBI:30751,CHEBI:30751|PubChem:18971002|PubChem:284,,,,,,
system1,5009807,Figure 2-C-D,missing,gene_or_protein,57,60,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009807,Figure 2-C-D,missing,gene_or_protein,67,70,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009807,Figure 2-C-D,missing,tissue_or_organ,87,98,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 2-C-D,match,gene_or_protein,119,126,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,119,126,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 3-A-B,match,gene_or_protein,31,34,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637,gene_or_protein,31,34,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637
system1,5009807,Figure 3-A-B,match,gene_or_protein,40,43,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637,gene_or_protein,40,43,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637
system1,5009807,Figure 3-A-B,match,gene_or_protein,69,76,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,69,76,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 5-A,missing,gene_or_protein,63,68,ITPKB,NCBI gene:3707,NCBI gene:3707,,,,,,
system1,5009807,Figure 5-A,missing,cell_type_or_line,78,84,HEK293,CVCL_0045,CVCL_0045,,,,,,
system1,5009807,Figure 5-A,match,gene_or_protein,123,130,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,123,130,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 5-A,match,gene_or_protein,132,139,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,132,139,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 5-B,missing,gene_or_protein,12,15,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009807,Figure 5-B,missing,gene_or_protein,22,25,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009807,Figure 5-B,missing,cell_type_or_line,38,44,HEK293,CVCL_0045,CVCL_0045,,,,,,
system1,5009807,Figure 5-B,match,gene_or_protein,45,48,APP,NCBI gene:351,NCBI gene:351|Uniprot:P05067,gene_or_protein,45,48,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009807,Figure 5-B,match,gene_or_protein,76,83,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,76,83,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 5-B,match,gene_or_protein,111,118,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,111,118,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 5-B,missing,gene_or_protein,142,147,ITPKB,NCBI gene:3707,NCBI gene:3707,,,,,,
system1,5009807,Figure 5-B,missing,gene_or_protein,149,154,ITPKB,NCBI gene:3707,NCBI gene:3707,,,,,,
system1,5009807,Figure 5-D,missing,small_molecule,23,34,Formic acid,CHEBI:30751,CHEBI:30751|PubChem:18971002|PubChem:284,,,,,,
system1,5009807,Figure 5-D,missing,gene_or_protein,44,47,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009807,Figure 5-D,missing,gene_or_protein,54,57,Aβ,Uniprot:P12023,NCBI gene:11820|Uniprot:P12023,,,,,,
system1,5009807,Figure 5-D,missing,tissue_or_organ,74,85,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 5-D,missing,gene_or_protein,89,94,ITPKB,NCBI gene:320404,NCBI gene:320404,,,,,,
system1,5009807,Figure 5-E-F,missing,gene_or_protein,31,36,ITPKB,Uniprot:B2RXC2,Uniprot:B2RXC2,,,,,,
system1,5009807,Figure 5-E-F,match,gene_or_protein,49,56,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,49,56,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 5-E-F,match,gene_or_protein,165,172,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,165,172,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 5-E-F,match,gene_or_protein,211,218,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,211,218,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-A,match,gene_or_protein,47,54,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,47,54,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-A,match,gene_or_protein,101,108,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,101,108,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-A,match,gene_or_protein,127,130,APP,NCBI gene:351,NCBI gene:351|Uniprot:P05067,gene_or_protein,127,130,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009807,Figure 6-A,match,gene_or_protein,130,133,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768,gene_or_protein,130,133,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768
system1,5009807,Figure 6-A,missing,tissue_or_organ,133,144,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 6-A,match,gene_or_protein,222,229,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,222,229,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-A,match,gene_or_protein,268,275,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,268,275,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-B,missing,gene_or_protein,26,31,APPβ,Uniprot:P05067,NCBI gene:351|Uniprot:P05067,,,,,,
system1,5009807,Figure 6-B,match,gene_or_protein,52,59,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,52,59,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-B,match,gene_or_protein,106,113,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,106,113,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-B,match,gene_or_protein,132,135,APP,NCBI gene:351,NCBI gene:351|Uniprot:P05067,gene_or_protein,132,135,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009807,Figure 6-B,match,gene_or_protein,135,138,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768,gene_or_protein,135,138,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768
system1,5009807,Figure 6-B,missing,tissue_or_organ,138,149,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 6-B,match,gene_or_protein,227,234,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,227,234,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-B,match,gene_or_protein,273,280,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,273,280,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-C,match,gene_or_protein,40,44,ERK1,Uniprot:Q63844,Uniprot:Q63844,gene_or_protein,40,44,ERK1,Uniprot:P27361,NCBI gene:5595|Uniprot:P27361
system1,5009807,Figure 6-C,match,gene_or_protein,49,53,ERK1,Uniprot:Q63844,Uniprot:Q63844,gene_or_protein,49,53,ERK1,Uniprot:P27361,NCBI gene:5595|Uniprot:P27361
system1,5009807,Figure 6-C,match,gene_or_protein,73,80,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,73,80,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-C,match,gene_or_protein,127,134,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,127,134,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-C,match,gene_or_protein,153,156,APP,NCBI gene:351,NCBI gene:351|Uniprot:P05067,gene_or_protein,153,156,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009807,Figure 6-C,match,gene_or_protein,156,159,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768,gene_or_protein,156,159,PS1,NCBI gene:5663,NCBI gene:5663|Uniprot:P49768
system1,5009807,Figure 6-C,missing,tissue_or_organ,159,170,hippocampus,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 6-C,match,gene_or_protein,248,255,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,248,255,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 6-C,match,gene_or_protein,294,301,miR-132,NCBI gene:387150,NCBI gene:387150,gene_or_protein,294,301,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 7-A,missing,cellular_component,41,56,amyloid plaques,GO:0016234,GO:0016234,,,,,,
system1,5009807,Figure 7-A,missing,gene_or_protein,68,73,ITPKB,Uniprot:P27987,Uniprot:P27987,,,,,,
system1,5009807,Figure 7-A,missing,tissue_or_organ,80,97,prefrontal cortex,Uberon:UBERON:0000451,Uberon:UBERON:0000451,,,,,,
system1,5009807,Figure 7-A,missing,gene_or_protein,138,143,ITPKB,Uniprot:P27987,Uniprot:P27987,,,,,,
system1,5009807,Figure 7-B,spurious,,,,,,,gene_or_protein,83,86,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637
system1,5009807,Figure 7-C,match,gene_or_protein,21,28,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,21,28,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 7-C,missing,gene_or_protein,30,35,ITPKB,Uniprot:P27987,Uniprot:P27987,,,,,,
system1,5009807,Figure 7-C,match,gene_or_protein,60,63,TAU,Uniprot:P10636,NCBI gene:4137|Uniprot:P10636,gene_or_protein,60,63,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637
system1,5009807,Figure 7-C,match,gene_or_protein,66,69,TAU,Uniprot:P10636,NCBI gene:4137|Uniprot:P10636,gene_or_protein,66,69,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637
system1,5009807,Figure 7-C,missing,cell_type_or_line,88,95,neurons,CL:0000540,CL:0000540,,,,,,
system1,5009807,Figure 7-C,missing,organism_or_species,286,294,patients,NCBI taxon:9606,NCBI taxon:9606,,,,,,
system1,5009807,Figure 7-C,match,gene_or_protein,535,542,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,535,542,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 7-C,match,gene_or_protein,584,591,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,584,591,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 8-A,match,gene_or_protein,25,32,miR-132,NCBI gene:406921,NCBI gene:406921,gene_or_protein,25,32,miR-132,NCBI gene:100314029,NCBI gene:100314029
system1,5009807,Figure 8-A,missing,gene_or_protein,62,67,ITPKB,Uniprot:P27987,Uniprot:P27987,,,,,,
system1,5009807,Figure 8-A,match,gene_or_protein,86,90,ERK1,Uniprot:P27361,NCBI gene:5595|Uniprot:P27361,gene_or_protein,86,90,ERK1,Uniprot:P27361,NCBI gene:5595|Uniprot:P27361
system1,5009807,Figure 8-A,match,gene_or_protein,151,154,TAU,Uniprot:P10636,NCBI gene:4137|Uniprot:P10636,gene_or_protein,151,154,TAU,Uniprot:P10637,NCBI gene:17762|Uniprot:P10637
system1,5009807,Figure 8-A,missing,gene_or_protein,194,199,SphK1,Uniprot:Q9NYA1,Uniprot:Q9NYA1,,,,,,
system1,5009807,Figure 8-A,match,gene_or_protein,202,207,BACE1,Uniprot:P56817,Uniprot:P56817,gene_or_protein,202,207,BACE1,Uniprot:P56817,Uniprot:P56817
system1,5009807,Figure 8-A,match,gene_or_protein,221,224,APP,Uniprot:P05067,NCBI gene:351|Uniprot:P05067,gene_or_protein,221,224,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009807,Figure 8-A,match,gene_or_protein,248,253,APPβ,Uniprot:P05067,NCBI gene:351|Uniprot:P05067,gene_or_protein,248,253,APPβ,Uniprot:P05067,NCBI gene:351|Uniprot:P05067
system1,5009807,Figure 8-A,missing,organism_or_species,257,262,human,NCBI taxon:9606,NCBI taxon:9606,,,,,,
system1,5009807,Figure 8-A,missing,tissue_or_organ,266,276,hippocampi,Uberon:UBERON:0001954,Uberon:UBERON:0001954,,,,,,
system1,5009807,Figure 8-A,spurious,,,,,,,gene_or_protein,104,108,ERK1,Uniprot:P27361,NCBI gene:5595|Uniprot:P27361
system1,5009807,Figure 8-A,spurious,,,,,,,gene_or_protein,228,231,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009807,Figure 8-A,spurious,,,,,,,gene_or_protein,234,237,APP,NCBI gene:11820,NCBI gene:11820|Uniprot:P12023
system1,5009808,Figure 1-C,missing,cell_type_or_line,58,69,fibroblasts,CL:0000057,CL:0000057,,,,,,
system1,5009808,Figure 1-C,match,gene_or_protein,145,153,SLC25A46,NCBI gene:91137,NCBI gene:91137,gene_or_protein,145,153,SLC25A46,NCBI gene:91137,NCBI gene:91137
system1,5009808,Figure 1-C,missing,cellular_component,290,293,COI,GO:0005747,GO:0005747,,,,,,
system1,5009808,Figure 1-C,match,gene_or_protein,295,301,NDUFA9,Uniprot:Q16795,Uniprot:Q16795,gene_or_protein,295,301,NDUFA9,Uniprot:Q9DC69,Uniprot:Q9DC69
system1,5009808,Figure 1-C,labelclash,cellular_component,304,308,COII,GO:0005749,GO:0005749,gene_or_protein,304,308,COII,Uniprot:P00403,NCBI gene:4513|Uniprot:P00403
system1,5009808,Figure 1-C,missing,cellular_component,317,322,COIII,GO:0005750,GO:0005750,,,,,,
