P39052	Dyn2
P00848	ATPase
23984	PDE10A::,Pde10a
30657	arx
P60904	Beclin::,apg10::,hac1::,GATE‐16::,S6K::,Bcl‐XL::,IFN-γ::,α-amylase::,β2::,IL‐1β::,TRAIL::,LC3::,Jumpy::,p40phox::,FYCO1::,dDOR::,DHPR::,DRP1::,drpr::,LAMP1::,clathrin heavy chain::,SOD1::,ACACA::,ura4::,NALP3::,BI‐1::,TAB3::,M45::,WAC::,Src::,Atg5::,ApeI::,MCU::,RagB::,TMEM59::,Epg5::,EPG-7::,Ubqln1::,Rab12::,PAT4::,Atg32::,p62::,hbl‐1::,CerS1::,SNX18::,XIAP::,p53::,survivin::,Mfn2::,MIC1::,CD40::,PSD-95::,invG::,mdx::,TDP43::,spr4::,REST::,bovine serum albumin::,Ams1::,rpl‐43::,rpt‐3::,IL-8::,LAMP-1::,FUNDC1::,Bax::,Inn1::,dlrrk::,APOE::,H4::,NFATc1::,Mcm2::,Hsp82p::,CDF1::,BCL-XL::,Hspb1::,IL‐2::,TRF2::,miR‐290::,AP::,APC::,GM130::,Prmt5::,btn2::,IP3R type 3::,ManII::,WIPI2::,Su(Var)3-3::,crb::,PD-L1::,Abca1::,XBP-1::,miR-200::,Cpt-1β::,TTN::,53BP1::,pep4::,Tlr9::,Tsc22d3::,TEX11::,Dnmt2::,caspase-3::,IgG2a::,YAP::,LRRC8D::,TLR7::,PTPRN2::,PLCβ1::,Pep2::,CCM1::,DND1::,DCC::,Xbp1::,cMyc::,KIF1::,NRAS::,miR-10b::,Akt2::,IL-18::,CASP1::,LukE::,KLF5::,FoxM1::,PGC-1β::,Pou5f1::,MARK4::,Rnaseh2b::,Rac1::,CNX::,Cdc45::,NAT1::,AKAP1::,tamas::,IGVLR::,Gadd45a::,GADD45β::,SPOP::,WRNIP1::,Smad2::,Cyclin B1::,Mdm34::,imp1::,Ape1::,Fstl1::,CAT-1::,HuR::,C9orf72::,Pgc1::,CD4::,SOX9::,Chm7::,mapkkk5::,NTR::,GALC::,Chk2::,Sca1::,S100a8::,AP2A1::,cyclin E::,Gpr124::,p38::,CARD14::,SYCE1::,ubiquitin::,Drp1::,Sept2::,BUD7::,Chs5::,Dln1::,Trpml1::,Epo::,R-spondin 1::,KV10.1::,H2AX::,EpCam::,Sororin::,Eng::,atg2::,Gata1::,Syk::,RARα::,CXCL10::,rsaA::,DnaJC5::,miR-21-3p::,SGK1::,GluN1::,RAD21::,miR-132::,CD62L::,Tab2::,p24::,APP::,Ahr::,Act::,MOG::,Rad53::,CSPα::,α6::,HDAC6::,NESTIN::,LLO::,Ccl5
282393	UQCRC1
7879|338382	Rab7
P49137	MK-2
A0A0C5AZY9	FcγR-II
839341	lhy
A4IIC3	SLC25A46
395279	Myh7b
2687687	tssC
420105	LKB1
Q9P7F8	TRC40
Q15942	zyxin
6296	α-SA
O08911	p38γ
P53901	Inn1
P33121	CoA
O35445	UbcH5a
P20163	hsp‐4::,Phsp‐4
O60108	CENP-B
Q99612	KLF6
16001	Igf1r::,IGF1R
213742	Xist
Q99NH8	vps-34::,dystrophin::,Yki::,NBR1::,red1::,Cki1::,CHOP::,IL‐1β::,NLRP3::,RM45::,UNC‐116::,Hla::,OM45::,Pbs2::,Il18::,CAVII::,dnm1::,ACADM::,PTEN::,Id1::,dlrrk::,VAMP7::,TMPRSS2::,IL-33::,Dusp5::,HSF1::,Mms2::,CnA::,IL-6::,Tie2::,CUL3::,AID::,YAP::,MICA::,NKG2D::,tas3::,Pep2::,Mef2D::,AMOTL2::,p53::,CD22::,Eomesodermin::,Lyzs::,TNFα::,IRF9::,Foxj1::,LIF::,Yap1::,RIF1::,Munc18-1::,NEMO::,nap1::,WRNIP1::,Cdk1::,uPA::,mim1::,Ape1::,Pou2af1::,Bob1::,SOX9::,insulin::,junD::,H4::,ORP8::,PALB2::,Nedd4::,Scl::,IL-12::,miR-21-3p::,VGLUT1::,TREM2::,sTREM2::,Trem2::,miR-499::,mdx::,ReaChR::,CHD1::,spectrin αII::,Hcp::,wrb
Q5VAN0	CD38
Q9H4B7	tubulin::,Tubulin::,TUBULIN
33908	ε-COP
333654	Apg16p::,VCP::,Foxg1::,p62::,CHOP::,LC3::,M45::,LC3B::,gba::,Atg16l1::,PI3K p110α::,urh1::,atg19::,CALM::,ddm1::,C-Nap1::,USP30::,Phb2::,MDH2::,endothelin-1::,SRF::,Trf1::,Ape1::,CycE::,Rpp30::,BRPF3::,Tie2::,SUMF1::,MEK1::,VEGF-A::,mdi::,NB-3::,ATXN2::,BRAF::,CCNB::,miR-21-5p::,VCAM-1::,Mtr4::,Tab2::,BACE1::,YAP::,cTnT::,HDAC6::,GATA4::,caspase 3::,TUJ1::,PPP1R13L::,iASPP::,ppp1r13l::,wa3
1062	CENP-E
52892	SCO1
19697	p65
M2SWM5	nD-/
18566	PD-1
100286800	BPI
55536	R1
G2YML9	biquitin::,biquitin.
84640	USP38
Q9BYB0	Shank::,ProSAP2
P03024	lac repressor
P13639	GAPDH::,lamp2::,UBQLN1::,BAG1::,Jumpy::,DHR3::,Sqh::,unc‐116::,CK2α::,Bim::,Uba1::,Mfn2::,DICER::,PI3K p110α::,SQSTM1::,Mex67::,Clc::,KSHV‐TK::,Cdt1::,UBE2N::,cIAP::,CtIP::,Dgcr8::,LGR5::,Terc::,GM130::,NRBF2::,Mac2::,apyrase::,CUL3::,SCP3::,NSMCE2::,ERK5::,miR-10b::,ABCB8::,NAT10::,E2F7::,TRPV2::,KLF5::,eIF4G::,Rad23::,STING::,Chaperonin::,cycb1;4::,NS1::,FBW7α::,URA3::,DNGR-1::,AP2A1::,CD31::,IL-2Rα::,VAPA::,UNC-61::,Dln1::,Epo::,IFN-β::,eEF2::,cdh5::,CD4::,CNNM4::,RHOB
3772245	tRNAAla
374079	OPTN
Q61176	Arg1::,Arg-1
Q84W98	Esr41
P42229	prl53
P98083	FcγRIIB
Q92538	Gbf1
14314	Fstl1
55978	IFT20
Q3ZBT1	15S
5799	PTPRN2
714664	CD64
16007	CYR61
A0A0H3ET97	RyhB
A0A1P8BH98	makr5::,MAKR5
Q8CI15	SphK1
378669	caspase 1
406199	Dpcr1
102465212|387140|102466637	DR3::,CCC1::,FIS1::,bec-1::,α 1S::,htt::,BECN1::,red1::,InlK::,IL‐1β::,TAK1::,rictor::,LC3::,Tom70::,LC8::,Beclin 1::,myosin VI::,InsP3R::,NeuN::,PERK::,PEX1::,WASH::,Ambra1::,MSH-6::,NDP52::,LC3B::,Hsp78::,Cx26::,Atg34::,Atg19::,Lon::,spns1::,TDP43::,TFEB::,SQST‐1::,L2A::,CD28::,PRK4::,RBM14::,EMP1::,LC3-II::,PI5P4K2A::,APOE::,CCA1::,GI::,FKF1::,TAB2::,SHP1::,CD45::,NOD2::,Pod::,Terc::,Ehmt2::,VHL::,DIAP1::,SPTAN1::,COL7A1::,FMR1::,MSL1::,VDAC1::,Nef::,Coq9::,Snc1::,γ-H2AX::,CD206::,TEX11::,C7::,Cd11b::,LXRα::,Ecad::,N8::,KLHL3::,TGF-α::,CCM1::,sec5::,RPA2::,NANOS1::,PUMILIO2::,Nox4::,OTUB1::,PITRM1::,E2F8::,Stat3::,MARK4::,MAP-2::,Rnaseh2b::,RagA::,NAT1::,Fus::,INVS::,h3.3::,NEMO::,GADD45β::,Ifnar1::,Rab34::,MRE11::,IL-2::,FUS::,Cid::,F9::,ATM::,NAT4::,E2F4::,CARD14::,CYLD::,SYCE1::,ORP8::,PTPIP51::,HUWE1::,GASZ::,fft2::,grk2::,Hrs::,Hand1::,ASC::,OCT4::,UNC5B::,miR-21-3p::,miR-21-5p::,IFN-β::,INPP5E::,VIM::,Hrr25::,Rbd2::,ANG-2::,β-dystroglycan::,IBA-1::,LYVE1::,pep4::,syntaxin 6::,IFN-γ::,CLPP
Q9C0B1	FTO
P51684	CCR6
D4A615	TONSL
4772	NFATc1
1825	dsc1::,Dsc1::,Dsc2
Q6AYS3	PPCA
Q9JJ28	Fli1::,fli.1
Q9QXQ7	Wnt5a
542788	VP1
Q02858	Tie2::,TIE2
P04882	VSV-G
16890	Hsl::,HSL
36495	Cenpa
54509	RHOF
P27824	calnexin::,Calnexin::,CNX
100002916	Dsn1
A0A1C9HIX4	chuA
397841	Ccne1
P54103	ZRF1::,Zrf1
641546	PUB
Q9EPB4	ASC
1277	collagen 1a1::,collagen 1A1
P07267	Pep4
3551	IKKβ
Q5MA65	TuJ
14160	HAC1::,vps4::,Rheb::,bec-1::,NeuN::,MTMR2::,p62::,ORP1L::,ubiquitin::,MuRF‐1::,Atg16::,clathrin heavy chain::,LC3::,Pcf11::,Atg13::,BI‐1::,TAB2::,RM45::,rictor::,Atg36::,Ret::,LC8::,VDR::,Sgk1::,VDAC1::,EPG-7::,Il18::,SNX18::,CA VII::,DICER::,S6K::,TGN46::,EEA1::,WASH::,FYVE::,syntaxin 18::,Tsc1i::,PlcA::,MIC1::,LGR5::,GAPDH::,spns1::,IFN-γ::,FUNDC1::,CRH::,Bcl-xL::,Bak::,STAT3::,KSHV‐TK::,Orc2::,GIW1::,Rrm3::,FGF5::,Insr::,AGO4::,PTBP2::,IP3R type 3::,Sec31A::,ex::,Ccno::,GOT2::,miR‐125::,Lgr5::,Snai1::,MuSK::,Coq9::,pep4::,Hmg1::,E-cadherin::,ER::,Npc2::,Iba1::,WNK4::,PVALB::,PHD1::,TGF-β1::,KRIT1::,VEGF-C::,Swi6::,LRRC8C::,claspin::,UnaG::,CD11c::,DND1::,CD4::,eIF2a::,Tcf7l1::,cytochrome c::,OTUB1::,NRAS::,ABCB8::,VEGF-A::,IL18::,NAT10::,gTbr2::,chm::,snR81::,ZEB1::,Stat3::,CaMKII::,Rnaseh2b::,MCUb::,C3b::,INVS::,AID::,RIF1::,Fbxl17::,Munc18-1::,CB1R::,miR-2a::,P62::,Cdc25C::,Prdm16::,SEPT7::,VN::,Fstl1::,Pou2af1::,Ofd1::,mitofusin-2::,cycb1;2::,OTULIN::,HOIP::,igfbp1a::,Aurora kinase A::,Nrxn1::,Tis21::,REC8::,SIRT5::,HUWE1::,Tek::,Tnf1::,Chs6::,PALB2::,fft3::,Sonic Hedgehog::,EGF::,PIPKIγi5::,Gata4::,Caspase 3::,miR-21::,CXCL1::,KPC2::,IFN-β::,Dsl3p::,TGFB1::,α-tubulin::,Cdc48::,Dia1::,Pep4::,Gcn4::,CD19::,Gata6::,Il-6::,PBX1::,Clpp::,Mdm12::,β5::,let-7a::,AGO2
P50942	sac1
816248	atntr1‐1
Q61391	CD10
17381	VAMP7::,Beclin 1::,VDAC1::,atg32::,bcy1::,Nox2::,WIPI2b::,TFEB::,RCAN1::,IL-2::,CCA1::,HSF1::,NAV3::,4EB-P1::,TRAIL::,Coq5::,vinculin::,NRP1::,Vegfd::,Raf-1::,NAT10::,Cas9::,gTbr2::,CDH1::,Yap1::,ChAT::,CtBP2::,NB-3::,FUS::,Pgc1::,DGA1::,Pou2af1::,cycb1;1::,bactin::,ins::,IL-8::,Mtmr2::,Mmp12::,YAP
35793	dRagC::,RagC
Q9BZS1	FoxP3::,Foxp3::,FOXP3
75051	CCDC173
365266	ATP10A
746989	MYEOV
948469	BirA
Q9KV11	Hfq
10413	aut7::,Apg16p::,Bcl‐XL::,DAPk::,OPA1::,rab-10::,vps-34::,beclin‐1::,TRAIL::,LC3::,DHPR::,Fis1::,FoxO3::,Bcl-2::,EGF::,LAMP1::,Eis::,MCL‐1::,Sqa::,Sqh::,NMHC‐IIA::,rrp6::,RpL27::,IL‐1β::,GRASP55::,POMC::,NRBP2::,SCOC::,Bcl-xL::,Bim::,Gli2::,costal2[2]::,RagB::,LC3A::,tyrosine hydroxylase::,Parkin::,EPG-7::,SQST-1::,epg-7::,Ripk2::,NeuN::,Atg8::,α-MHC::,gba::,lamin B1::,ROCK::,ROCK1::,Mdm2::,CA II::,Uba1::,Mfn2::,DCP1A::,IRS1::,PLS3::,GlyS::,msh-6::,Fbxo7::,HBx::,Pex11::,β‐catenin::,parkin::,Atg19::,WIPI2b::,GRL1::,TAX1BP1::,Atg11::,hrr25‐ts::,TFEB::,RCAN1::,ULK1::,GRI::,MC9::,Bax::,Cdc14::,dlrrk::,Ctns::,IBA-1::,Cx3cr1::,LTβR::,PBP2B::,Coi12p::,Dusp5::,PCDH1::,GC‐G::,Ub::,Mms2::,USP2::,IL‐2::,IRE1::,Yip1A::,Phb2::,S6RP::,STAMP3::,Col1a::,IGF2::,PrP::,AGO6::,miR‐17::,Ldha::,LGR5::,STELLA::,Rubicon::,ω-Aga TK::,Signr3::,YAP::,CD19::,CEACAM-6::,Ccno::,α‐tubulin::,Spi::,NCOA5::,Ncoa5::,miR-210::,α-SMA::,albumin::,CYP27B1::,Foxa2::,glycogen synthase::,PGC-1α::,AChRα::,TNF::,TGF-β1::,53BP1::,Snc1::,Aβ40::,APPβ::,Trf1::,LOX::,MEK1::,Mac2::,C7::,Smad2::,periostin::,Nrp-1::,NRP1::,Nsmce2::,KRIT1::,VEGF-C::,SIGLEC14::,TIP5::,LRRC8C::,sqd::,T2::,PTPRN2::,bak1::,UnaG::,Cxcl9::,Il23::,Klf4::,AMOTL2::,HSP18.2::,APX2::,RPA1::,Bid::,CD22::,CD4::,RAB1B::,TRAPPC4::,HDAC6::,p38γ::,miR-10b::,VEGF-A::,p21::,LukE::,mkkk7::,Axin::,Wnt-3a::,USP5::,LIF::,Nd4l::,Yap1::,CDC42BPA::,MARK4::,p53::,CaMKII::,CamKII::,IFIT1::,MCUb::,CK7::,SUMO1::,Ubc9::,INVS::,ERK2::,FLCN::,SPOP::,nap1::,FRS2::,Apoe::,BiP::,miR-150::,CoxIV::,SEPT6::,SEPT7::,uPAR::,Trt1::,ypt7::,fibronectin::,VPS39::,RAB2A::,Fstl1::,Pgc1::,doa10::,CXCR5::,Bcl6::,Beclin-1::,USP19::,CPAP::,GSK-3β::,PKCB::,VAMP8::,TBK1::,caspase-1::,SOG1::,DIS3L2::,MAPKKK5::,MKK1::,igfbp1a::,ins::,NTR::,junD::,Phosphogluconate Dehydrogenase::,AKT::,MET::,HGF::,Aurora Kinase A::,Nrxn1::,METTL22::,LRSAM1::,Ago2::,Multicilin::,Pfkfb3::,MALT1::,ORP5::,ORP8::,SIRT5::,RAD18::,Chs5::,Trpml1::,Itga6::,Sox17::,SHH::,ptch2::,Scl::,Mpc1::,ASC::,p27::,STAT3::,DnaJC5::,tau::,Xiap::,VGLUT1::,MLKL::,calreticulin::,FATE1::,TGFB1::,miR-132::,IFN-γ::,F4/80::,BAF170::,ERK::,ANG-2::,Ulk1::,ANAC032::,dmDis3l2::,Mtmr2::,ACSL3::,Chk2::,DIAP1::,GM-CSF::,CCM1::,Gata6::,IL-1β::,PEX13::,Spc110::,VAMP2::,Fmr1::,TH::,MMS22L::,CAMDI::,PRC1::,Myc::,Apc::,PD-L1::,IκBα::,CX3CR1
3565794	epg‐5
K9USA2	SQR::,Sqr
15461	HRas::,RAS::,h-Ras::,Ras::,H-Ras::,HRAS
Q13535	ATR
Q9NZZ3	CHMP5
B8QVV6	miR-1a
Q9CR81	TEX12
P43246	msh-2::,MSH-2
4836897	Rbd2
386966	ErbB2
P07213	Tom70::,tom70::,TOM70
A0A0U9HCD4	hCD4
100170750	mate
Q8LLV9	IFT20
559457	CCDC173
Q8C5D8	Miz1
P19132	FtH
Q14524	α-SA
5722691	IFT38
11491	Beclin‐1::,bec-1::,SUPT5H::,atg36::,Atg5::,Beclin1::,HBx::,EGF::,ERdj3::,pol32::,USP30::,Vamp7::,miR-210::,SRF::,Nsmce2::,YAP::,ABL1::,CHOP::,Rac1::,Fbxl17::,Pgc1::,Pou2af1::,MitoPLD::,Flk1::,Shp2::,CD31::,Tace::,TACE::,aurora B::,MPK4
Q9FNH6	β5i/β6
115273	RAB42
Q2YDF6	MRPS35::,MRPS28
P10220	SYN
Q960Z4	Bruno
26414	Jnk3
G5EBM0	eFF2K
41084	HIF-1β
Q3T906	subunits D::,B subunits::,A subunits::,D subunits::,H subunits
B6IVU4	RC1-
Q93096	Aut2p::,EGF receptor::,SIRT1::,Pho8::,pex3::,EPG-7::,Aim2::,nestin::,Miro1::,mlh-1::,EGF::,ERT2::,Aldh5a1::,Ref(2)P::,mdx::,lap::,Rab11::,PR-SET7::,Noc::,cca1::,mre11::,PR::,Rubicon::,PlGF::,NESP55::,Dand5::,Ccno::,GOT2::,Got2::,GLUT1::,4E-BP1::,α-SMA::,IL-6::,CTLA-4::,Bcl2l 11::,Pgc-1α::,Hmg1::,OVA::,pep4::,PHD1::,PROX1::,Ccl5::,CD206::,notch::,HSP22.0::,CathepsinL::,CD45::,HDAC6::,IL3::,MCOLN1::,CD11b::,ABCB8::,CYM1::,Stat1::,LukS-PV::,Nd4l::,Yap1::,Mcm4::,eIF3-S2::,tamas::,CtBP2::,h3.3::,Sufu::,Ubp6::,VCAM-1::,TGFβ::,BRAF::,uPA::,Nuf2::,IL-12::,HuR::,C9orf72::,AMBRA1::,cycb1;3::,FBW7α::,ORP5::,CHS6::,R-spondin 1::,atg19::,IFN-γ::,GPX1::,VGLUT1::,Hrr25::,ZEB1::,Gal4::,α-dystroglycan::,YAP::,EEA1::,IL-17A::,CCR2::,IFN-β::,PRL1::,Apc
P14020	Dpm1
P20293	t(
829646	ARO1
P9WFK7	eis::,Eis
25109	CD1d
O43474	Klf4::,KLF4::,PBX1A
E9QPD7	Pcx
P08191	XO8
18260	occludin::,Ocln
O75626	Blimp1::,BLIMP1
17762	tau::,Tau::,Mapt
851574	Snq2
7189	TRAF6
Q6GV23	ROM4
564925	trmt12
Q6C0M4	Her2
P52891	Sec13p
P27796	thiolase
16952	ANXA1
14734	GPC-3
Q8WPC1	cTnI
116561	CLCb
282689	ANXA2
B4U3X7	sTREM2
P10477	pIRES2
A0A1J0RIN1	16S
Q9ULX6	Rnf43
G5ECP4	pik1
110605	ITPKB
P04977|P04978|P04979	pertussis toxin
Q56928	Hfq
Q92805	golgin-97
P23528	CFL1
10580|8470|10174	SORBS
10879	PRL3
Q3ZBW5	RHOB::,Rhob
Q99ME3	Sph1
P40201	CHD1
Q80W47	WIPI2
41823	GlyS::,GlySi
Q92008	Shh::,SHH::,shh::,Sonic Hedgehog
P35803	mβ6
23980	Aut2p::,aut2::,Apg16p::,apg5::,GAPDH::,apyrase::,mL2A::,Fpn::,Beclin‐1::,Vps22::,LC3::,nicastrin::,p62::,TLN::,IFN-γ::,vps-34::,Bruce::,BAG3::,dAkt::,Jumpy::,p38α::,FYCO1::,BCL‐2::,FoxO3a::,ubiquitin::,MuRF‐1::,GATE‐16::,Sec22::,VAMP7::,Sqh::,Sqa::,Atro::,HD::,inlK::,actA::,dBI‐1::,IL‐1β::,TBD::,mec‐4::,proopiomelanocortin::,SCOC::,FEZ1::,GAL1::,Src::,Ret::,Bim::,Gli2::,NS3::,Sph1::,raptor::,TMEM59::,FIP200::,Atg5::,Epg5::,PINK1::,CREST::,Ubqln1::,RARα::,CerS1::,SNX18::,CAVII::,CA II::,PERK::,catalase::,WIPI-1::,Atg16L1::,Vps34::,UVRAG::,MTMR3::,Pho8::,GlyPi::,GlySi::,RPS3::,Fbxo7::,TOM20::,MIC3::,CLIC4::,LC3β::,ERT2::,β‐catenin::,PDH E1a::,Aldh5a1::,Atg19::,FKBP15::,spns1::,TDP43::,REST::,spr-4::,GL2::,Ape1::,hgrs‐1::,ATG16L1::,Dendra-tau::,IL-8::,ERdj3::,At1g08200::,AGO6::,prk5::,Bax::,Bak::,CDC14::,RBM14::,PHD3X::,Ctns::,Mgat3::,Aβ::,PR-SET7::,Rho::,Noc::,Dacapo::,β2::,CDF1::,Rag2::,IL-33::,rad52::,Ub::,USP8::,SLX4::,CD28::,LCK::,Yip1A::,Phb2::,STAMP3::,EN::,LGR5::,Htb1::,Sec31A::,Rubicon::,caspase-8::,spr-5::,p53::,UBE4B::,SlpA::,NPPA::,CCR9::,CD32a::,HisCl::,LXR::,miR-210::,ASM::,β1 integrin::,4EB-P1::,toyocamycin::,ALDH1A1::,miR-203::,Foxa2::,TH::,MuSK::,Lpl::,h-Ras::,γH2AX::,CoQ9::,Hmg1::,Kar2::,Aβ40::,XRCC4::,K-Ras::,TNF::,Tsc22d1::,rhodopsin::,C7::,Cd11b::,Catnb::,Nedd8::,KLHL3::,SPAK::,angiotensin II::,CUL3::,Elastase2a::,NRP1::,IgG2a::,KRIT1::,LYVE1::,YAP::,MICA::,Rab8A::,swi6::,Siglec‐14::,tau::,gephyrin::,PLCβ1::,BKK1::,HIF-1::,HIF-1α::,FoxP3::,CD11c::,CD4::,CHCHD10::,KLF4::,ura4::,GAL4::,Atg6::,fkh::,RPA2::,SLFN11::,Braf::,TAZ::,GADD34::,Tcf7l1::,KIF5B::,FRB::,IFN-β::,4EBP1::,p38γ::,Ly6G::,PAQR3::,miR-10b::,NLRP3::,Becn1::,PCM1::,STAT1::,Stat1::,NAT10::,HlgAB::,HlgCB::,HlgA::,pus1::,snR81::,ICAT::,IFT80::,p21::,Yap1::,Yippee::,Rnaseh2b::,CCL5::,MCU::,Ubc9::,SP100::,Uba2::,eIF4A::,Tamas::,ChAT::,NB-3::,SirT7::,53BP1::,Ptch1::,DHFR::,synapsin::,NOT1::,p150::,FLCN::,SPOP::,RAB39b::,FBH1::,ICP27::,Cdc25C::,plasminogen::,uPAR::,VN::,Cor1::,RAB2A::,CD127::,IFNG::,Foxp3::,HuR::,Pgc1::,CXCR5::,Pou2af1::,Beclin-1::,Nde1::,PKCB::,NEDD1::,ku70::,cdkb1;1::,cycb1;1::,NS1::,Snap29::,FBW7α::,Foxn1::,TDP-43::,Chm7::,MAPKKK5::,PBL27::,gcg::,bactin::,NTR::,H2AX::,CARD14::,A20::,MALT1::,RBM15::,G6PD::,HUWE1::,Chs5::,CHS6::,Chs6::,GATA-1::,Trpml1::,Epo::,R-spondin 1::,Gli1::,PALB2::,Fft3::,fft2::,Hand1::,Tom70::,mpc1::,Mpc3::,Shp2::,netrin-1::,ob::,miR-21::,miR-21-3p::,miR-21-5p::,UbcH7::,PDK1::,cortactin::,ZEB1::,MIC60::,IL-18::,c-kit::,CD11b::,F4/80::,cytochrome c::,MCK::,CCND1::,CD41::,ReaChR::,AsiSI::,Brca1::,Ulk1::,Bcl2::,Mbp::,Mtmr2::,ATF3::,hh::,PTx::,Cdc14::,cdc14::,Fabp1::,Gvp36::,FBXO7::,NURR1::,RKIP::,IL-6::,SOX2::,MYC::,oskar::,Apc::,EGFR::,AGO2::,CX3CR1::,LC3B
398438	SMN2
Q9Z265	Chk2
851625	PstI
A0A154QLW4	T7 RNAP
Q07813	Bax::,BAX
A0A2M6R998	pEZX
Q89933	FcγRIIB
855003	erg6‐2
P01572	HMGB1::,pRb::,eis::,Mmi1::,Red1::,PELP1::,BI‐1::,Atg36::,LC3::,TMEM59::,tyrosine hydroxylase::,gba::,Fbxo7::,Fas::,TFAM::,Lamp2::,Clb2::,Dusp5::,NOD2::,Phb2::,CCR9::,Dgcr8::,BRCA1::,HSP18.2::,Dyn1::,Dyn2::,miR-10b::,E2F8::,pus1::,Tfcp2l1::,miR-515-5p::,mdi::,H2B::,Rab1a::,SNAP29::,LUBEL::,Aβ::,Dln1::,EpoR::,F4/80::,CCM1::,p97::,IFN-α::,IRF3::,ROCK1::,ERK1/2
Q39231	SUC2
F4IV66	rne::,RNase E
83619	Nrf2
P09619|P16234	PDGF receptor
2538838	Mcm3
2675	Gfra2
P07142	cyt b
F4K6B8	SKM2
2717	Gla::,GLA
7154111	RyhB::,ryhB
12772	FIP200::,Atg4B::,Jumpy::,drpr::,Hmgb1::,LC3::,mmi1::,Rrp6::,TAK1::,Atg14L::,Bim::,epg-8::,Zwint‐1::,epg‐6::,epg‐5::,XIAP::,Mfn2::,miR-16::,WASH::,Vps30::,Atg8::,EGF::,VPS26::,Mfn::,lin‐15B::,LAMP-2A::,TTR::,ACTH::,α-tubulin::,ARHGEF18::,Ltbr::,FT::,IL-33::,NAV3::,Col1a::,pat1::,KCNA5::,MDH2::,Asm::,ADAP::,Coq9::,RAP1::,PIK3CA::,Acta1::,Apc::,PHD1::,YAP::,Rab8A::,Swi6::,lamininin-2::,T2::,PLCβ1::,DTR::,CHCHD10::,Dyn1::,miR-10b::,NAT10::,LukE::,GSK3α::,USP5::,Rnaseh2b::,NB-3::,P62::,TGFβ::,uPAR::,Ape1::,Fstl1::,Btla::,RIG-I::,ERp57::,VAPB::,aPKC::,HEH1::,DNGR-1::,RNF168::,HUWE1::,Chs6::,Gli1::,Scl::,Ki67::,PGC1α::,CD16::,PDK1::,RAD21::,Ccr2::,MITF::,ZEB1::,CCR2::,Gata6::,Sec23::,CD34::,CCL2::,MPK6::,c-Myc
12552412	LLO
18763	PC1
Q8IVL0	NAV3
F5HCD4	hCD4
8631	SKAP55
18821	npc1::,PARP::,pha-4::,LC3B::,GABARAPL1::,inlK::,APS‐2::,casp-1::,PAT4::,IFT20::,PINK1::,Atg11::,Bax::,Cx3cr1::,Il13::,Lyz::,IFN-γ::,Coq9::,Kar2::,swi6::,CHCHD10::,FIP3::,eIF4G::,INVS::,AGO1::,GADD45β::,RIG-I::,EGOT::,Pou2af1::,CPAP::,PKCB::,CD34::,Prom1::,BCL10::,Sec61β::,PCNA::,miR-10b::,Ahr::,IL-1R1::,pep4::,CCL2::,Pln
4191	MDH2
Q61142	Serbp1
26423	SF-1::,Elp3
57521	raptor::,RPTOR::,Raptor
Q5VZM2	RagB
Q6DCW1	Gfi1b
Q2TJH4	PCDH1
P17423	Thr1
O76742	Rab7
12894|12895	CPT1
