J7HCD4	hCD4
Q12255	Nyv1::,Vam3::,NYV1::,VAM3
850518	alpha-factor::,α-factor
8383638	AX p
Q921M4	GM130::,XIAP::,cMyc::,Lyzs::,IRF3::,c-Jun::,IL-6::,IRF9
8199639	Sec24p
P17315	cirA
76137	MCUR1
42447	dlrrk
Q9JLU4	SHARPIN::,Shank3::,ProSAP2::,Sharpin
106059838	Sonic Hedgehog
395196	IL1β
5725696	Ift88::,IFT88
O95563	Mpc2::,mpc2::,MPC2
Q5T280	miR-142
60355	NSF
Q8K1S3	UNC5B
P94102	aut7::,DYN‐1::,epg-7::,EPG-7::,W07G4.5::,miR-212::,ZW10::,MiroS::,Lon::,spns1::,spac::,Twi1p::,Dusp5::,rad51::,Sar1::,PR::,RAD51::,NPC2::,Siglec‐5::,PCM1::,Rnaseh1::,SNORD47::,αSMA::,Pgc1::,MAPKKK5::,MET::,c-kit::,Act::,Rad51::,p97
70238	RNF168
Q02367	NDUFB6
Q8IWZ3	Ankyrin
Q12772	Sre2::,sre2
P28347	TEAD1
15205	Hes1
Q5MD62	CCR7
Q9UBT2	Vps22::,IL-6::,myosin VI::,ERK2::,WASH1::,PHF1::,LAMP2::,Bak::,Dnmt2::,TET1::,MKKK7::,Uba2::,INVS::,CYCB1;1::,Eng::,CD19::,GM-CSF
106203	CBLB::,Cblb
230073	TIGAR::,SIRT1::,epg-1::,XIAP::,CAVII::,PlcA::,TRAIL::,Phb2::,Rubicon::,spr-5::,FMRP::,yeh1::,CCM1::,RIG-I::,clathrin light chain::,Iba1::,CD19::,USP19::,FBW7α::,Ngn1::,REC8::,CytC::,Gata4::,ASC::,IL-1R1::,α6
Q6ZWU9|P62984|P0CG49|P0CG50	ubiquitinated::,Ubiquitinated
564382	FASTKD2
P51667	myosin light chain II::,MLC II::,MLC2
Q8C050	MSK1
P43274	H1
P62736	apg10::,Bad::,Actin::,Bnip3::,actin::,BI‐1::,bi‐1::,TAB2::,Bcl-xL::,VDR::,thiolase::,Atg11::,WGA::,PH::,Fas::,TCF4::,ACS2::,Phsp‐60::,Thy-1.1::,DOG1::,H‐2Kb::,alpha-smooth muscle actin::,αSMA::,OCT4::,MDH2::,α-SMA::,TRF1::,Tlr9::,αSma::,SMA::,CD11b::,alpha-SMA::,smooth muscle actin::,USP9X::,Smac::,HRas::,EGF::,Irf7::,Lyzs::,NAT10::,ERG::,NDUFS3::,TrkB::,SirT7::,BRCA2::,Plg::,TNF-alpha::,chm7::,MET::,alpha smooth muscle actin::,HOIP::,Gata6::,cTnT::,β6::,GM-CSF::,ACTIN
P35064	H2A.X
353106	PPARd::,Ppard::,PPARβ
A0A0M4CH80	VP1
G1UB67	Eed::,EFG1
491278	RXRa
53353	Lrp1b
7844980	Coi12p
P49454	CENP‐F::,WASH::,Atg16L1::,TDP43::,mtm‐3::,CENP-F::,CD107a::,ELF3::,Pgc1alpha
100313998	miR-17
100195933	Rho1
314537	ABCB5
Q8BHC0	PS1::,nicastrin::,grim::,Atro::,FEZ1::,epg‐6::,CD40::,spns1::,IKKα::,atg18::,LXRα::,LYVE1::,NANOS2::,TBPH::,HKII::,CLIP-170::,USP5::,INVS::,GADD45β::,db::,WRNIP1::,CHOP::,Pgc1::,Pou2af1::,CARD14::,REC8::,Dsl3p::,MCP-1::,GATA6::,Coq9::,Sec23::,VE-cadherin::,SUMM2
7316|6233|7311|7314	ubiquitin::,Ubiquitin::,Ub
Q60591|O88942|P97305|Q8K120	red1::,LC8::,IL-18::,NFAT::,LC3β::,spo0J::,Asm::,Ly6G::,NF1::,CASP1::,TRPML1::,CtIP
Q12866	MerTK
B7FRU7	Elp456
P49810	PS2
Q8CJ67	Staufen::,Stau
Q819T7	T7 RNAP
P55215	caspase 1::,Caspase 1
Q90ZL7	apg16::,NeuN::,cholera toxin::,Sqa::,BI‐1::,dBI‐1::,RagC::,CerS1::,lamin B1::,CA II::,MVb::,bovine serum albumin::,PTEN::,KSHV‐TK::,FXR::,GC‐G::,CNGA3::,Mfa1::,amiA::,IKKε::,PROX1::,Sig7::,CASP1::,HlgA::,Stat3::,Larp::,Stac3::,BSA::,UBQLN4::,KV10.1::,miR-10b::,Prox1a::,Prox1::,CCL5::,CD11b::,bcl2::,SOD1::,Coq9::,p97
41407	HO
362965	RanGAP1
A0A077R9L9	β5c
P56716	RP1
Q96B67	ARRDC3
4716290	COX
Q15022	Suz12::,SUZ12
Q9HC77	APG12::,retinoid X receptors::,α-COPI::,htt::,DHR3::,HMGB1::,Sqa::,Ft::,IL‐1β::,Rap2A::,SCOC::,Tom1::,NeuN::,Sec61β::,Pex14::,Atg34::,egl‐46::,ULK1::,oxytocin::,CPAP::,centrin-2::,cay1::,Cx3cr1::,Rab3-GAP::,GC‐G::,Htb1::,UBE4B::,SlpA::,PlGF::,TP53INP1::,TH::,TTN::,K-Ras::,UBQLN1::,NRP1::,Siglec‐14::,sqd::,Bmp6::,NOXA::,TAZ::,STAT2::,Mdm2::,ATPcitrate lyase::,ATAD3::,IFT88::,MCU::,TBK1::,uPA::,S100a4::,STIL::,Snf7::,Sca1::,ORP5::,Mx1::,Gli::,pho8::,ZEB1::,IkBα::,dmDis3l2::,Mcm6::,Mdm12::,GATA4::,IL-10::,CD68
2847697	MicA
695356	SGK2
Q12270	Rbd2::,rbd2
821	CNX
Q15070	OXA1
Q9Z0D9	Bcl‐2::,HMGB1::,Rb::,SCOC::,MCU::,thiolase::,spns1::,ID1::,Cx3cr1::,KSHV‐TK::,noc::,Yip1A::,TGF-β1::,h-Ras::,CX3CR1::,Syt11::,ABL1::,CD22::,TRAPPC8::,SMC3::,BRCA2::,CD4::,junD::,alkaline phosphatase::,CCL3::,UbcH7::,Hrr25::,VEGF-A::,α-syn
2794797	bfr
10241	Apg5p::,TRAIL::,VAMP7::,eis::,Sqh::,SUMO2::,actA::,NDP52::,α-hemolysin::,Ubqln4::,CAVII::,p40phox(PX)::,CIP2A::,hNDP52::,GAD1::,bec‐1::,Itch::,Bak::,Clb2::,Rap1::,b3 tubulin::,MTMR3::,Ltbr::,Dusp5::,NFATc2::,NOD2::,CCR9::,CD32a::,Ccno::,MGLL::,miR-200::,Snai1::,Cpt-1β::,ayr1::,Pecam-1::,gephyrin::,IAb::,Fsp1::,RPA1::,CD25::,DNase I::,miR-10b::,CASP11::,pus1::,Pou5f1::,FZD4::,Rnaseh2b::,RAB39b::,Cidea::,Ape1::,HGF::,USP19::,PS1::,Gemc1::,CD144::,PIPKIγi5::,ZEB1::,MITF::,NCAM::,Plk1::,Oct6::,GM-CSF::,LC3C
P62746	RHOB::,Rhob
828049	PARP2::,parp2
170817	Shank
5683	PSMA2
22190	Ubc::,UBC
29991868	bayanus
43442	Vha100-1
9900	SV2A
Q3SXY8	p19::,Tor::,proteinase K::,Bak::,Signr3::,IFN-α::,Psat1::,Dyn1::,Munc18-1::,FLCN::,Arl13b::,Arl13B::,troponin I
P52633	STAT6
P08503	MCAD
8200491	Sec4p
P53492	AT5G09810
3756	PtdIns 3‐kinase::,Atg4B::,FYCO1::,drpr::,M45::,UNC‐26::,epg-7::,Atg30::,LAMP‐1::,ALG‐2::,RINT-1::,CD40::,Dcp-1::,invG::,ACADM::,Grp78::,Ctns::,GC‐A::,Wnt4::,hsp42::,HES1::,pep4::,Smad2::,IL4::,E6::,Oas1::,LukE::,TRPV2::,snr81::,Stat3::,PGC-1β::,Rnaseh2b::,mdi::,NB-3::,Munc18::,Nemo::,FLCN::,WRNIP1::,FRS2::,Cox2::,LUBEL::,GASZ::,KV10.1::,Shp2::,CD4::,TGFB1::,KCNH1::,PEX13::,LLO::,Ccl5::,Miro1
Q03405	IL‐18::,gba::,PrP::,Mfn2::,E6::,TRAPPC4::,Prp5::,FoxM1::,NB-3::,uPAR::,Ams1::,MCIDAS::,IL-1β
P19524	myo2
7273	rrp6::,CA VII::,Mfn2::,Fap-1::,EMP1::,CTGF::,p65::,SHP1::,ACSL3::,IP3R type 3::,SOD1::,CD4::,TTN::,Ttn::,YAP::,gephyrin::,Pou5f1::,eIF4A::,GW182::,Rab34::,Pou2af1::,alanine aminotransferase::,Ahr
C5IAW9	UNC5B
2589	s5a::,HBx::,T1::,MARK4::,Mpc1::,IL-4
26610	Elp4
509837	SUOX
A0JLY1	CCDC173
Q8K4J6	Myocardin
P32610	subunits D::,subunit D::,D subunits
8351560	2ac
Q8R0I0	Ace2
Q9CQ92	Fis1::,FIS1::,Fis
Q90871	Irf8::,Irf-8
8355280	2ac
22800	TC21
57804	POLD4::,Pold4::,PolD4
342977	NANOS3
6329	SCN4A::,SKM1::,skm1
224756	mb1::,mb1‐
5932	CtIP::,RIM
P35455	Sqa::,myosin VI::,XIAP::,AVP::,ALT::,IP3R3::,LRRC8D::,snR81::,Btla::,miR-21::,Nrg1
2541319	cut14::,Cut14
Q27991	Myosin 10
406882|406883|406881	let-7a
7276	TTR
P55034	RPN10
9528	Apg16p::,pha-4::,NAF‐1::,DHR3::,cholera toxin::,Npr1::,JNK1::,TAB3::,GAL1::,InsP3R::,TMEM59::,atg-3::,epg-7::,HBL‐1::,survivin::,Discs large::,miR-16::,Atg38::,LC3β::,ATG9A::,Lon::,Complex V β::,WIPI2b::,SPR-4::,REST::,rpt‐3::,SEPA‐1::,lap::,gri::,Bcl-xL::,CDF1::,Rab3-GAP::,USP45::,EB1::,α-Spectrin::,COL7A1::,Dgcr8::,AChRα::,Ccnd1::,Hmg1::,Cdh1::,Dnmt2::,VEGF-C::,Rab8B::,Swi6::,SMAD1::,SLFN11::,DND1::,DAZL::,NPY::,Lyzs::,CD45::,Akt2::,STAT1::,Prp5::,snR81::,POU5F3::,TLSs::,PGC-1β::,Rnaseh2b::,SirT7::,Fbxl17::,p150::,Imp1::,Ape1::,EGOT::,CD4::,USP19::,bactin::,Aurora A::,Pfkfb3::,Chs3::,CD44::,INPP5E::,Pparγ::,VEGF-A::,Vim::,CCM1::,Gata6::,FBXO7::,TH::,GATA4
1062	CENP-E
Q8VDD5	Ref(2)P::,BAG1::,E1::,LRP6::,PRMT5::,myosin IIA::,Myosin IIA::,YAP::,TRPV2::,ChAT::,Get4::,GADD45β::,uPAR::,PKCB::,Bch2::,c-Jun
O43747	AP-1
37733	Vps34::,WIPI‐1::,vps34::,yki::,TRAF2::,VPS34::,myosin VI::,Atg16L1::,Miro::,HACE1::,noc::,spr-5::,GPIIb::,ERK2::,SMC1::,ABL1::,snr81::,FoxM1::,HUWE1::,fft2::,Ptch1::,FOXA1
12524679	CITN
16600	Tor::,GATE‐16::,HMGB1::,ft::,MEC‐4::,CK2α::,Beclin1::,Dusp5::,USP2::,Klf4::,UBE4B::,Ly6G::,CycE::,CDKN1A::,IL-2::,KLF4::,SMAD1::,abo1::,DAZL::,TRAPPC4::,Plk4::,Tbr2::,C3b::,Rad23::,Notch3::,Smad2::,Pou2af1::,KNL1::,ORP8::,PMP70::,HUWE1::,EpCAM::,eng2a::,CXCR2::,Nrg1::,DN2::,OSKM
Q4WNS8	ecm33
4172	Mcm3
Q9Z0S5	Claudin 4
P97414	DAPk::,dBI‐1::,SCOC::,Mad2::,λPP::,DAPK1::,Pex14::,Axin2::,BMP4::,MDH2::,Bak::,LXR::,Kcnq1::,TGF-α::,PLCβ1::,CD11c::,Wnt3a::,ADH1::,doa10::,NSUN3::,junD::,Mpc1::,LQT1::,Ulk1::,CD133::,Hcp::,pep4::,IL1B
Q8C863	Itch::,itch
P14148	RPL7
170512	Irg1
P22002	RBC
9841573	PRL2
P05089	Arg1::,Arg-1::,ILC3s
2542489	Dam1
Q28021	ROCK2
6387	Cxcl12::,CXCL12
Q9D1I6	MRPL14
Q95XZ6	LAAT‐1
4851	VSV-G::,NOTCH1::,NICD
P00875	RuBisCo
Q9EPW9	TLR6
11924	Ngn2
100049188	eef1a
P03928	ATP8
P21796|Q9Y277|P45880	VDAC
P24593	IGFBP-5::,IGFBP5
192647	Mfn1::,egl‐1::,MFN1::,Cki1::,spns1::,Siglec‐7::,Tab2::,YAP::,IL-1β::,Sec23
P07514	DIA1::,Dia1
10941467	corr
36291551	Mtr4
Q3ZBM5	SNX5
H2QEA1	AFG3L2
P02144	myoglobin::,Myoglobin
P18759	Sec18::,NSF
O95630	AMSH
77116	MTMR2::,Mtmr2
S7V6D2	EPR5242
Q8ZG77	ompA
O95831	AIFM1
Q9Y3I1	cyclophilin::,VAMP7::,mei4::,NS5A::,Uba1::,Fbxo7::,GSK-3β::,uga2::,phm8::,WIPI2B::,Troponin I::,Insr::,Oct4::,PR::,Mdm4::,TFG::,UBE4B::,CP110::,Coq9::,Sec13::,Tnfrsf1a::,CD68::,PHD1::,Rab8A::,Atg6::,DCP1a::,AKT1::,MKKK7::,Stat3::,FUS::,Pgk1::,Mettl22::,CD34::,DP1::,Scl::,caspase 3::,FBXO7
Q9VZQ3|Q7KV69|Q7KV70	karst::,Karst::,Kst
P48415	Sec16p::,Sec24p
12555	MCAD
P0ACJ8	WC-2
P0AAI3	Colicin 1A
2538744	Cnd2
17831	SipD::,red1::,IL‐1β::,Pex14::,Muc2::,Phsp‐60::,STELLA::,Ly6G::,rpoE::,Cd22::,Stat3::,PCAF::,Nde-1::,ATM::,EpoR::,mpk4
Q9ET61	CD93
16337	XIAP::,Ampkα1::,Insr::,TH::,NRP1::,Tom22::,Rnaseh2b::,VPS41::,MET::,bre5
877307	p29
P0CG50|P62984|Q6ZWU9|P0CG49	ubiquitin::,Ubiquitin
851721	san1
60384	β'-COP::,βʼ-COP
Q3ZCH0	GRP75
P70182	Fcγ::,Type1
32007	SENP3::,LC8::,CA VII::,HACE1::,Atg8p::,SesB::,rpt‐3::,RCAS1::,Sox2::,Twi1p::,Rag2::,Sar1::,STAMP1::,CDC50A::,CD138::,Nsmce2::,MICA::,NR3C1::,ERK5::,Beclin1::,OTUB1::,miR-10b::,NAT10::,Foxj1::,IFT80::,ATM::,FLCN::,Chm7::,igfbp1a::,IL-8::,ORP8::,Sept2::,Scl::,leptin::,HOIP::,ZEB1::,CD63::,ANG-2::,CD25::,SOD1::,Act::,Myd88::,FBXO7
305967	KIF3B
Q921S7	MRPL37
O13911	PNK
856709	GCN4::,Gcn4
Q9FI23	PDF1.2A
Q9EQU3	Ly6G::,TLR9::,Dusp5::,TRF2::,Snc1::,Tlr9::,Sema3A::,TRPV2::,Rnaseh2b::,α11.2::,WRNIP1::,NSUN3::,MAPKKK5::,Ngn1::,TLR 9::,VEGF-A::,CCR2::,Ccm1
302668	Ace2
G1FC37	cylE
5722691	IFT38
B7G3Y9	Elp456
Q90259	ASCL1
8091	HMGA2
Q6LCE4	MxA
P32248	evi1::,Evi1::,CCR7
D4QF92	RC1-
P35355	PTGS2::,Ptgs2
B8QVV6	miR-1a
25628	NKX2-1::,TTF
7398	USP1
4943	TBC1D25
Q00653	IGHA
P27410	p29
Q9Z175	Lysyl
22227	TLN::,MPR::,p38IP::,eis::,Map1lc3b::,CK2α::,ULK1::,RagD::,CD16::,Epg5::,IL-18::,atg30::,Beclin1::,PMP70::,Beclin-1::,strumpellin::,Dcp-1::,Phm8::,mtm‐3::,lgg‐1::,smg-2::,SHP::,Dgcr8::,LRP6::,Sec31A::,ufd-2::,SOD1::,P16::,miR-210::,MuSK::,Smad6::,TNF::,IL-1R::,Smad2::,FMR2::,Mitofilin::,HDAC6::,KRAS::,CASP11::,Ucp1::,UCP1::,snR81::,TPO::,Akt1::,FNIP2::,GSDMD::,CDKB1;1::,MAPKKK5::,gcg::,IL-2Rα::,G6PD::,Sec28::,prb1::,Ret::,TP53::,CD206::,CCM1::,IFN-β::,STAT2::,Sec23::,FBXO7::,Mdm12::,Cxcl10
815949	Sec61::,inlK::,TAK1::,Mvp1::,Idp1::,LXR::,YAP::,PR1::,CHCHD6::,TBPH::,NB-3::,Chm7
4485	MST1::,Mst1
P17412	frdA
P62753	S6::,dachs::,Thy-1.1::,VPS4B::,miR-10b
10381	βIII-tubulin::,PanIN3
8201431	Sec24p
25820	HHARI
Q9Y2Q9	MRPS35::,MRPS28
P53564	Cux1
Q5ISR6	GFAP
777930	miR-155
834543	BRG1
Q3SZP2	MARE2
1815	DRD4
309441	PEO1
7330349	CCNA03325
Q16520	Irf8
103840629	MF20
P49187	Jnk3
Q3TB82	Ctsd::,CTSD
37572	GAS
P13232	IL‐7::,IL-7
P15357|P0CG69|P18101	poly-Ub
P10243	cmyb1
15121	Hba
Q02789	EGF::,α1S::,α 1S::,α1 S::,LC3A::,Ripk2::,LGR5::,Stag3::,PALB2::,YAP1
P01134	TGFA
P19499	FRH
12363	CASP11
22241	npc1::,hPS1::,Htt::,Ref(2)P::,ULK1::,RagA::,eis::,Ulk1::,MVP::,BI‐1::,atg36::,LC8::,TLR8::,LC3A::,s5a::,Ripk2::,Beclin1::,PMP70::,ALP::,Vps30::,GlyS::,Lon::,Ams1::,Ctns::,GGA3::,IBA-1::,PR-SET7::,ERK1::,Rad52::,HSF1::,USP30::,TCR::,Phb2::,Ldha::,MBD2::,LGR5::,β-spectrin::,kibra::,dfmr1::,Atg-1::,Coq9::,Snc1::,TEX11::,CD31::,CCM3::,YAP::,MICA::,DnaK::,Unc93b1::,ERK5::,BRPF3::,TBPH::,Tie2::,MLC2a::,CD69::,OTUB1::,VEGF-A::,mkkk7::,Col1a::,Rnaseh2b::,ChAT::,NCT::,ATM::,CD36::,β2AR::,WRNIP1::,ICP27::,ICOS::,Beclin-1::,Aurora A::,ERp57::,Synaptophysin::,SNAI2::,MKK4::,DNGR-1::,Hal::,Stag3::,REC8::,IL-2Ra::,ORP5::,Sept2::,Sororin::,Pho8::,Scl::,Mpc1::,Shp2::,BRAF::,Hcp::,α6
P20350	Rho::,rho
8927	Bassoon
Q91819	EG2
P33121	CoA
P06151	Ldha::,LDHA
Q3URR7	Zscan4
Q9QXZ9	OPN
22341	Vegfc
P03377	gp120::,Env
Q24741	oskar::,Oskar
Q9UEU0	Vti1
51788	H2A.Z
103777276	NK3292
102577510	R1
P0CG49|P0CG50|P62984|P62983	Apg5p::,ubiquitin::,Atg4A::,Ub::,Ubiquitin::,ubiquitylation::,FEZ1::,α-hemolysin::,TLR9::,UB::,CIP2A::,urh1::,ERdj3::,α-tubulin::,PCDH7::,AGO4::,Gnd1::,Rubicon::,Elav::,dfmr::,Aβ40::,Elastase2a::,IgG2a::,BRPF3::,SNORD47::,SEPT7::,ypt7::,cdkb1;1::,Scl::,IL-4::,IFN-β::,RPA2::,Mdm12
5693	mb1::,PSMB5::,mb1‐
31367726	H1
Q09349	UFD-2::,Ufd2::,ufd-2
3065	HDAC1
O46674	SERCA2
Q6ZR08	dynein::,Dynein
Q13257	mAD
P29994	ITPR1
4647	Myo7a
P20674	Cox5a
2923	apg16::,npc1::,p19::,Mcl‐1::,sipD::,ap::,MuRF‐1::,M45::,CIP2A::,H-2Db::,IL-5::,Yip1A::,Wnt4::,Signr3::,γ-H2AX::,Snc1::,p48::,Swi6::,KLF4::,CTCF::,TRAPPC8::,KIF5B::,ELF3::,β2AR::,Ugo1::,Ape1::,Atg19::,miR-122::,Pgc1::,Tuj1::,ERp57::,FBW7α::,OCT6::,POLD3::,Prom1::,SYCP3::,HUWE1::,Tnf1::,Alas2::,Fft2::,atg2::,Mpc1::,Shp2::,FBW7::,Mtmr2::,BACE1::,YAP::,IL-1β::,CCM1::,PEX13::,Centrin2
854644	SUC2
Q14596	NBR1::,nbr1::,EndoH::,galectin3::,PR::,PTB::,α-Spectrin::,γ-H2AX::,Nbr1::,Smad4::,IRAK1::,CD11c::,Catnb::,YAP::,abo1::,DCC::,IL3::,atpcl::,ADAM8::,UL54::,Pecam1::,Nbr
Q9QXV8	SPRY
948469	BirA
P22217	Sec18
5717250	HMGB1::,Npr1::,CPY::,AgRP::,MVH::,Tie2::,Gpx1::,Rab13::,ral::,Gbe::,IFT172::,MDI::,CB1R::,ICP27::,CD11b
209446	TFE3
P13379	CD5::,Cd5
128178	Edaradd
4524	RVO
935261	strophin c
P03348	Vps24::,TLN::,SipB::,dRagC::,Jumpy::,Atg16L1::,TAB3::,p24::,Pex13::,GRI::,centrin-2::,CrkII::,Twi1p::,COI12::,BCR::,APOA1::,Snai1::,ice2::,AID::,NRP1::,SIGLEC14::,collagen VI::,RPA2::,Bid::,PAQR3::,NAT10::,LukD::,MARK4::,U11::,c-Jun::,thrombopoietin::,HBsAg::,VSV-G::,BACE1::,CCM1::,Gata6::,FBXO7
5657634	mRP
P21771	MRPS28
Q2PQA9	Khc
D7M276	AT5G09810
F1MXR2	Onecut2::,ONECUT2
537487	Igsf10::,IGSF10
606524	Fnip1
Q63484|P47196|P47197	Akt::,AKT
9817174	NEX::,Nex
399271	Musashi-1
Q92008	Shh::,SHH::,shh::,Sonic Hedgehog
25874	Mpc2::,mpc2::,MPC2
O42915	Ufd1
Q3B8P0	PARL::,Parl
100503686	Hbb-y
987035	actA::,ActA::,Bim::,CerS1::,WASH::,dlrrk::,httQ74::,F4/80::,HP::,CD22::,Ccl1::,CXXC5::,Mdy2::,cycb1;2::,dCYLD::,ORP5::,Flk1::,STAT3
9217	VAPB
266610	FADD
E9PV24|Q8K0E8|Q8VCM7	fibrinogen
Q5SWU9|E9Q4Z2	ACC
P70195	PSMB7
Q15025	ABIN1::,TNIP1::,Tnip1
P01562	IFN-α
28514	Dll1
12490	CD34
P43082	HEL
14536689	Gp96
Q6CZL3	GlpG
Q8VCF0	MAVS::,Mavs::,VISA
P16871	CD127::,IL-7
Q38PU7	GluA2
Q22W82	Hsp82p
14627708	NH1
360834	Rb::,epg-7::,IL-18::,Thy-1.1::,KSHV‐TK::,APC::,ypt1-1::,Siglec‐14::,HBO1::,Dyn1::,LukE::,CamKII::,ter1::,SOX9::,VPS4B::,bactin::,igfbp1a::,UBQLN4::,FBH1::,Scl::,Mfn2::,Hrr25::,CD68
56274	MST2::,Mst2
1906	RVO
8620031	MyoD
6714	pRL-TK
36037	subunit E
397463	TTF
397	D4+
Q9Y296	TRAPPC4
244667	Disc1::,DISC1::,CAMDI
P31539	Hsp104
P70447	Ngn2
Q92574	Tsc1::,TSC1
12676842	chuA
Q9XYH7	MIC6
820	apg12::,CAMP::,caspase 3::,Atg16L1::,Spns1::,GL1::,nmt1::,Rrm3::,SHP1::,dfmr::,Sirt3::,Serpine1::,HSP22.0::,H3K27ac::,netrin-1::,Dyn1::,HlgC::,TPO::,Rnaseh2b::,TGFR1::,IcsA::,ter1::,Foxp3::,Erg1::,PTPIP51::,Chm7::,ATM::,Hes5::,Anp1::,Vph1::,OCT4
P41597	PI3Kp85β::,PI3Kp85α
Q92331	GRd
1540	CYLD
100158175	NAx
378938	MALAT1
A9HRW0	Pal
Q695T8	ROM4
P51683	NAF‐1::,TAK1::,LGG‐1::,Insr::,CD44::,CCR2::,Trk::,miR-29b::,CREST::,Diphtheria toxin::,Ccr2
Q8NAA4	Atg16L2
Q96G25	Med8
3510570	Gos1p
F1QYU0	Lama4
H2QII6	Nup358
16187	IL-3
17762|4137	tau::,Tau::,TAU
Q46896	Case12
851074	vps38
832342	Rer1
P46069	Ptger3
Q00496	subunit E
567818	March8
9306	SOCS6
Q7Z7M8	βgal
13815	EP4i
Q10325	Mst2::,MST2
Q3UPW2	ERT
317444	HCCS
P17676	CEBPB
24136	ZEB2
11751227	rssA
19177	PSMB7
O15444	scgn::,CCL25::,CD28::,CD107a::,Dln1
100496501	sml1
Q8CGK5	IFN-λ
P19070	CD21
106633812	StyI
P00687	spaghetti‐squash::,Hace1::,SQST‐1::,laminin::,Tgfbr2::,E2F8::,IFT38::,Lrig2::,Foxp3::,Amylase::,amylase::,INPP5E::,B220::,RPA2::,CD4
P14778	R1::,IL-1R1::,Type1
Q61781	K14
951475	Jc1
22187	Ubb
P19111	dS6K::,alkaline phosphatase::,CIP::,Rorγt::,Rubicon::,Tex11::,C7::,Fkh::,CDH1::,NRAS::,PTPIP51::,Alkaline phosphatase::,ALPI::,Mtmr2::,MYD88
1437	p27KIP1::,p55::,RpL27::,SQST-1::,spns1::,COL7A1::,PECAM::,Csf2::,CSF2::,miR-10b::,munc18-1::,GADD45β::,noggin::,Gata4::,Hey1::,STING::,CLPP::,CD11b::,PanIN2
33106266	PDd
449958	TNIP1::,Tnip1
851761	Scc2
P30750	TuJ
3720064	CreA
R9PXT7	Mmp12
852092	PHO8::,NLRP3::,TAB2::,mec‐4::,galectin 8::,Pho8::,pho8::,S5a::,NCAM::,SNX18::,Fbxo7::,ULK1::,β‐catenin::,Dcp-1::,Rag2::,IRE1-I::,Pparβ/δ::,CCL2::,atg18::,pep4::,ZO1::,CD4::,miR-10b::,dynein intermediate chain::,E2F7::,pus1::,Axin::,TrkB::,Rnaseh2b::,mRPL19::,Snap29::,igfbp1a::,Chs3::,INPP5E::,c-Jun::,Csf1r::,PR::,anac032::,CD34::,α6::,FBXO7::,CCR2::,ER::,Tab1::,p65
64121	RagC
25283	Gclc
10454	TAB1::,Tab1
10059	Drp1::,Vps24::,DRP-1::,DRP1::,vps-34::,FYCO1::,DHPR::,DHR3::,epsin 1::,TEX10::,UNC‐104::,casp-1::,PSA::,Atg30::,SNX18::,Atg8p::,spns1::,spr-4::,secretagogin::,HRas::,DOG1::,β2i::,Ubi::,GC‐G::,USP30::,Dgcr8::,LRP6::,DER::,desmin::,miR-203::,IgG2a::,NRP1::,Swi6::,γ2::,CHCHD10::,TBC1D14::,miR-10b::,Wbp2::,chm::,Activin::,Yap1::,NeuN::,INVS::,collagen 3A1::,c-Myb::,plasmin::,miR-122::,Bcl6::,SOG1::,Histone3::,chm7::,NTR::,ABIN1::,GATA-1::,c-Jun::,Vinculin::,p97::,NURR1::,LLO::,EB1::,Apc
Q96EY5	CD2AP
2541451	siB1
Q8NDZ4	DIA1::,Dia1
303350	Rnf135
O55183	STC
B2RXC2	ITPKB
4851944	myo2
Q9UPQ9	TNRC6B
O15315|Q06609|O43502|O75771	rad51::,RAD51::,Rad51
Q3MV14	CDDP
Q8E7X8	GBS
Q8H1D3	ENP
Q2VM90	LY83583
3945	Ldhb
6813858	IgA1
Q03404	sml1
A0A0E3X4J4	DIABLO
Q00534	CDK6
P0C6X7	(ab′)2
P02042	globin
4262	FHM2
5158	rd1
O14777	Atg16L1::,HEC1::,MTMR3::,Bre5::,OFD1::,LXR::,Aβ40::,OTUB1::,miR-10b::,dop-1::,PALB2::,myogenin
B5LZ08|569403	GRK2::,grk2::,Grk2
Q6Y0D4	Auro B
B3LFU6	Spc110::,spc110
U6C2N4	miR-124
Q9CWS1	Rnf135
395137	PC1
Q08849	STX3
777839	miR-146a
Q8IMX7	VDR::,DAPK::,M45::,deg‐3::,Miro::,MiroS::,Miro1::,PI5P4K2C::,Mcm2::,USP21::,Dgcr8::,Shi::,PRB1::,PHD2::,YAP::,cycb1;1::,miR-34b::,GLI3::,Dsl3p::,Cdc14::,Huwe1
110231767	aerolysin
6311	ATXN2
4128	Maoa
26802	npc1::,TIGAR::,nsP3::,FMR1::,Shi::,Nurr1::,VEGF-C::,Ptch1::,FLCN::,SNORD47::,junD::,PALB2
P41240	CSK
19173	PSMB5
43327	I-Sce-I
Q1JQ99	MRPL14
2316	Filamin A
A2PZA5	DC4
A0A154QLU1	T7 RNAP
2721	Glc
O81928	ILC3s
O95631	Calbindin::,SUMO‐3::,atrogin‐1::,MCUR1::,Ptc::,OFD1::,CRH::,ARHGEF18::,CDF1::,IL-33::,Phb2::,ubr1::,COL7A1::,titin::,KRIT1::,SMAD1::,netrin-1::,Netrin-1::,net-1::,SOX10::,KRAS::,KLF5::,mdi::,PTPIP51::,GSDMD::,insulin::,HUWE1::,EpoR::,NTN1::,net1::,Gadd45a::,ER::,CD11b
Q58CN7	cdk2ap2
